"","x"
"4364","SH3RF2"
"4365","PLAC8L1"
"4366","LARS"
"4367","TCERG1"
"4368","GPR151"
"4369","PPP2R2B"
"4370","STK32A"
"4371","DPYSL3"
"4372","JAKMIP2"
"4373","SPINK9"
"4374","FBXO38"
"4375","HTR4"
"4376","SH3TC2"
"4377","ABLIM3"
"4378","AFAP1L1"
"4379","GRPEL2"
"4380","PCYOX1L"
"4381","CSNK1A1"
"4382","ARHGEF37"
"4383","PPARGC1B"
"4384","PDE6A"
"4385","SLC26A2"
"4386","TIGD6"
"4387","HMGXB3"
"4388","CSF1R"
"4389","PDGFRB"
"4390","SLC6A7"
"4391","CAMK2A"
"4392","ARSI"
"4393","TCOF1"
"4394","CD74"
"4395","RPS14"
"4396","NDST1"
"4397","SYNPO"
"4398","MYOZ3"
"4399","RBM22"
"4400","DCTN4"
"4401","SMIM3"
"4402","ZNF300"
"4403","GPX3"
"4404","TNIP1"
"4405","ANXA6"
"4406","CCDC69"
"4407","GM2A"
"4408","SLC36A3"
"4409","SLC36A1"
"4410","FAT2"
"4411","SPARC"
"4412","ATOX1"
"4413","G3BP1"
"4414","GLRA1"
"4415","NMUR2"
"4416","GRIA1"
"4417","FAM114A2"
"4418","MFAP3"
"4419","GALNT10"
"4420","SAP30L"
"4421","LARP1"
"4422","FAXDC2"
"4423","CNOT8"
"4424","GEMIN5"
"4425","MRPL22"
"4426","KIF4B"
"4427","SGCD"
"4428","HAVCR2"
"4429","MED7"
"4430","ITK"
"4431","CYFIP2"
"4432","FNDC9"
"4433","ADAM19"
"4434","NIPAL4"
"4435","THG1L"
"4436","LSM11"
"4437","CLINT1"
"4438","RNF145"
"4439","UBLCP1"
"4440","TTC1"
"4441","PWWP2A"
"4442","FABP6"
"4443","CCNJL"
"4444","C1QTNF2"
"4445","ZBED8"
"4446","SLU7"
"4447","PTTG1"
"4448","ATP10B"
"4449","GABRB2"
"4450","GABRA6"
"4451","GABRA1"
"4452","GABRG2"
"4453","CCNG1"
"4454","NUDCD2"
"4455","HMMR"
"4456","MAT2B"
"4457","TENM2"
"4458","WWC1"
"4459","RARS"
"4460","FBLL1"
"4461","PANK3"
"4462","SLIT3"
"4463","SPDL1"
"4464","DOCK2"
"4465","LCP2"
"4466","KCNIP1"
"4467","KCNMB1"
"4468","RANBP17"
"4469","NPM1"
"4470","FGF18"
"4471","FBXW11"
"4472","STK10"
"4473","UBTD2"
"4474","SH3PXD2B"
"4475","NEURL1B"
"4476","DUSP1"
"4477","ERGIC1"
"4478","RPL26L1"
"4479","ATP6V0E1"
"4480","CREBRF"
"4481","BNIP1"
"4482","STC2"
"4483","BOD1"
"4484","CPEB4"
"4485","C5orf47"
"4486","DRD1"
"4487","SFXN1"
"4488","HRH2"
"4489","CPLX2"
"4490","THOC3"
"4491","FAM153B"
"4492","SIMC1"
"4493","KIAA1191"
"4494","ARL10"
"4495","NOP16"
"4496","CLTB"
"4497","FAF2"
"4498","RNF44"
"4499","CDHR2"
"4500","GPRIN1"
"4501","SNCB"
"4502","EIF4E1B"
"4503","TSPAN17"
"4504","UNC5A"
"4505","HK3"
"4506","UIMC1"
"4507","ZNF346"
"4508","FGFR4"
"4509","NSD1"
"4510","RAB24"
"4511","MXD3"
"4512","PRELID1"
"4513","LMAN2"
"4514","RGS14"
"4515","F12"
"4516","GRK6"
"4517","PRR7"
"4518","DBN1"
"4519","PDLIM7"
"4520","DOK3"
"4521","DDX41"
"4522","FAM193B"
"4523","TMED9"
"4524","B4GALT7"
"4525","FAM153A"
"4526","N4BP3"
"4527","RMND5B"
"4528","NHP2"
"4529","HNRNPAB"
"4530","PHYKPL"
"4531","COL23A1"
"4532","CLK4"
"4533","ZNF354A"
"4534","ZNF354B"
"4535","ZFP2"
"4536","ZNF454"
"4537","GRM6"
"4538","ZNF879"
"4539","ZNF354C"
"4540","ADAMTS2"
"4541","RUFY1"
"4542","HNRNPH1"
"4543","CANX"
"4544","MAML1"
"4545","LTC4S"
"4546","MGAT4B"
"4547","SQSTM1"
"4548","TBC1D9B"
"4549","RNF130"
"4550","RASGEF1C"
"4551","MAPK9"
"4552","GFPT2"
"4553","CNOT6"
"4554","SCGB3A1"
"4555","FLT4"
"4556","MGAT1"
"4557","ZFP62"
"4558","BTNL9"
"4559","TRIM7"
"4560","TRIM41"
"4561","TRIM52"
"4562","DUSP22"
"4563","EXOC2"
"4564","FOXF2"
"4565","GMDS"
"4566","MYLK4"
"4567","WRNIP1"
"4568","SERPINB1"
"4569","SERPINB9"
"4570","SERPINB6"
"4571","NQO2"
"4572","RIPK1"
"4573","BPHL"
"4574","TUBB2A"
"4575","TUBB2B"
"4576","PSMG4"
"4577","SLC22A23"
"4578","PXDC1"
"4579","FAM50B"
"4580","PRPF4B"
"4581","FAM217A"
"4582","ECI2"
"4583","CDYL"
"4584","RPP40"
"4585","PPP1R3G"
"4586","LYRM4"
"4587","FARS2"
"4588","NRN1"
"4589","F13A1"
"4590","LY86"
"4591","RREB1"
"4592","SSR1"
"4593","CAGE1"
"4594","RIOK1"
"4595","DSP"
"4596","SNRNP48"
"4597","BMP6"
"4598","TXNDC5"
"4599","EEF1E1"
"4600","SLC35B3"
"4601","TFAP2A"
"4602","GCNT2"
"4603","C6orf52"
"4604","PAK1IP1"
"4605","TMEM14C"
"4606","TMEM14B"
"4607","MAK"
"4608","SYCP2L"
"4609","ELOVL2"
"4610","SMIM13"
"4611","NEDD9"
"4612","TMEM170B"
"4613","ADTRP"
"4614","HIVEP1"
"4615","EDN1"
"4616","PHACTR1"
"4617","TBC1D7"
"4618","GFOD1"
"4619","SIRT5"
"4620","NOL7"
"4621","RANBP9"
"4622","MCUR1"
"4623","RNF182"
"4624","CD83"
"4625","JARID2"
"4626","DTNBP1"
"4627","MYLIP"
"4628","GMPR"
"4629","ATXN1"
"4630","STMND1"
"4631","RBM24"
"4632","CAP2"
"4633","FAM8A1"
"4634","NUP153"
"4635","KIF13A"
"4636","NHLRC1"
"4637","TPMT"
"4638","KDM1B"
"4639","DEK"
"4640","RNF144B"
"4641","ID4"
"4642","E2F3"
"4643","CDKAL1"
"4644","SOX4"
"4645","NRSN1"
"4646","DCDC2"
"4647","MRS2"
"4648","GPLD1"
"4649","ALDH5A1"
"4650","KIAA0319"
"4651","TDP2"
"4652","ACOT13"
"4653","C6orf62"
"4654","GMNN"
"4655","SCGN"
"4656","TRIM38"
"4657","HFE"
"4658","HIST1H4C"
"4659","HIST1H2BC"
"4660","HIST1H2AC"
"4661","HIST1H1E"
"4662","HIST1H2BD"
"4663","HIST1H2BE"
"4664","HIST1H4E"
"4665","HIST1H2BG"
"4666","HIST1H3E"
"4667","HIST1H4H"
"4668","BTN3A2"
"4669","BTN2A2"
"4670","BTN3A1"
"4671","BTN3A3"
"4672","BTN2A1"
"4673","HMGN4"
"4674","ABT1"
"4675","ZNF322"
"4676","HIST1H2BJ"
"4677","PRSS16"
"4678","ZNF391"
"4679","ZNF184"
"4680","HIST1H4J"
"4681","HIST1H2BN"
"4682","ZNF165"
"4683","ZSCAN16"
"4684","ZKSCAN8"
"4685","ZSCAN9"
"4686","ZKSCAN4"
"4687","NKAPL"
"4688","PGBD1"
"4689","ZSCAN31"
"4690","ZKSCAN3"
"4691","ZSCAN12"
"4692","ZSCAN23"
"4693","ZBED9"
"4694","TRIM27"
"4695","GABBR1"
"4696","MOG"
"4697","HLA-F"
"4698","HLA-A"
"4699","ZNRD1"
"4700","PPP1R11"
"4701","TRIM26"
"4702","TRIM39"
"4703","RPP21"
"4704","HLA-E"
"4705","GNL1"
"4706","PRR3"
"4707","ABCF1"
"4708","PPP1R10"
"4709","MRPS18B"
"4710","ATAT1"
"4711","C6orf136"
"4712","DHX16"
"4713","PPP1R18"
"4714","NRM"
"4715","MDC1"
"4716","TUBB"
"4717","FLOT1"
"4718","IER3"
"4719","DDR1"
"4720","VARS2"
"4721","PSORS1C1"
"4722","CCHCR1"
"4723","TCF19"
"4724","POU5F1"
"4725","HLA-C"
"4726","HLA-B"
"4727","MICA"
"4728","MICB"
"4729","ATP6V1G2"
"4730","NFKBIL1"
"4731","LTA"
"4732","LTB"
"4733","LST1"
"4734","AIF1"
"4735","PRRC2A"
"4736","BAG6"
"4737","APOM"
"4738","C6orf47"
"4739","GPANK1"
"4740","CSNK2B"
"4741","LY6G5B"
"4742","LY6G5C"
"4743","ABHD16A"
"4744","LY6G6C"
"4745","DDAH2"
"4746","CLIC1"
"4747","VWA7"
"4748","VARS"
"4749","LSM2"
"4750","HSPA1L"
"4751","HSPA1A"
"4752","HSPA1B"
"4753","C6orf48"
"4754","NEU1"
"4755","SLC44A4"
"4756","EHMT2"
"4757","C2"
"4758","CFB"
"4759","NELFE"
"4760","SKIV2L"
"4761","DXO"
"4762","STK19"
"4763","CYP21A2"
"4764","TNXB"
"4765","ATF6B"
"4766","FKBPL"
"4767","PRRT1"
"4768","AGPAT1"
"4769","RNF5"
"4770","AGER"
"4771","PBX2"
"4772","GPSM3"
"4773","NOTCH4"
"4774","HLA-DRA"
"4775","HLA-DRB5"
"4776","HLA-DRB1"
"4777","HLA-DQB1"
"4778","HLA-DOB"
"4779","PSMB8"
"4780","PSMB9"
"4781","TAP1"
"4782","HLA-DMB"
"4783","HLA-DMA"
"4784","BRD2"
"4785","HLA-DOA"
"4786","HLA-DPA1"
"4787","HLA-DPB1"
"4788","COL11A2"
"4789","RXRB"
"4790","SLC39A7"
"4791","HSD17B8"
"4792","RING1"
"4793","VPS52"
"4794","RPS18"
"4795","B3GALT4"
"4796","WDR46"
"4797","PFDN6"
"4798","RGL2"
"4799","TAPBP"
"4800","ZBTB22"
"4801","DAXX"
"4802","KIFC1"
"4803","PHF1"
"4804","CUTA"
"4805","SYNGAP1"
"4806","ZBTB9"
"4807","BAK1"
"4808","ITPR3"
"4809","UQCC2"
"4810","IP6K3"
"4811","LEMD2"
"4812","GRM4"
"4813","HMGA1"
"4814","NUDT3"
"4815","PACSIN1"
"4816","SPDEF"
"4817","C6orf106"
"4818","SNRPC"
"4819","UHRF1BP1"
"4820","TAF11"
"4821","ANKS1A"
"4822","SCUBE3"
"4823","ZNF76"
"4824","DEF6"
"4825","PPARD"
"4826","FANCE"
"4827","RPL10A"
"4828","FKBP5"
"4829","ARMC12"
"4830","CLPSL2"
"4831","CLPSL1"
"4832","CLPS"
"4833","LHFPL5"
"4834","SRPK1"
"4835","SLC26A8"
"4836","MAPK14"
"4837","MAPK13"
"4838","BRPF3"
"4839","C6orf222"
"4840","ETV7"
"4841","PXT1"
"4842","KCTD20"
"4843","STK38"
"4844","SRSF3"
"4845","CDKN1A"
"4846","CPNE5"
"4847","PPIL1"
"4848","C6orf89"
"4849","PI16"
"4850","MTCH1"
"4851","FGD2"
"4852","PIM1"
"4853","TMEM217"
"4854","TBC1D22B"
"4855","RNF8"
"4856","CMTR1"
"4857","CCDC167"
"4858","MDGA1"
"4859","ZFAND3"
"4860","BTBD9"
"4861","GLO1"
"4862","DNAH8"
"4863","SAYSD1"
"4864","KIF6"
"4865","DAAM2"
"4866","MOCS1"
"4867","LRFN2"
"4868","UNC5CL"
"4869","OARD1"
"4870","NFYA"
"4871","FOXP4"
"4872","MDFI"
"4873","TFEB"
"4874","PGC"
"4875","FRS3"
"4876","PRICKLE4"
"4877","USP49"
"4878","MED20"
"4879","BYSL"
"4880","CCND3"
"4881","TAF8"
"4882","C6orf132"
"4883","GUCA1A"
"4884","GUCA1B"
"4885","MRPS10"
"4886","TRERF1"
"4887","UBR2"
"4888","PRPH2"
"4889","TBCC"
"4890","RPL7L1"
"4891","C6orf226"
"4892","CNPY3"
"4893","GNMT"
"4894","PEX6"
"4895","PPP2R5D"
"4896","MEA1"
"4897","KLHDC3"
"4898","RRP36"
"4899","CUL7"
"4900","KLC4"
"4901","MRPL2"
"4902","PTK7"
"4903","SRF"
"4904","CUL9"
"4905","DNPH1"
"4906","TTBK1"
"4907","SLC22A7"
"4908","CRIP3"
"4909","ZNF318"
"4910","ABCC10"
"4911","DLK2"
"4912","TJAP1"
"4913","LRRC73"
"4914","POLR1C"
"4915","YIPF3"
"4916","XPO5"
"4917","POLH"
"4918","GTPBP2"
"4919","MAD2L1BP"
"4920","RSPH9"
"4921","MRPS18A"
"4922","VEGFA"
"4923","MRPL14"
"4924","TMEM63B"
"4925","CAPN11"
"4926","SLC29A1"
"4927","HSP90AB1"
"4928","SLC35B2"
"4929","NFKBIE"
"4930","TMEM151B"
"4931","TCTE1"
"4932","AARS2"
"4933","CDC5L"
"4934","SUPT3H"
"4935","RUNX2"
"4936","CLIC5"
"4937","ENPP4"
"4938","ENPP5"
"4939","RCAN2"
"4940","CYP39A1"
"4941","SLC25A27"
"4942","TDRD6"
"4943","PLA2G7"
"4944","ADGRF5"
"4945","ADGRF1"
"4946","TNFRSF21"
"4947","CD2AP"
"4948","ADGRF4"
"4949","OPN5"
"4950","PTCHD4"
"4951","CENPQ"
"4952","C6orf141"
"4953","TFAP2D"
"4954","PKHD1"
"4955","MCM3"
"4956","PAQR8"
"4957","EFHC1"
"4958","TRAM2"
"4959","TMEM14A"
"4960","GSTA4"
"4961","ICK"
"4962","FBXO9"
"4963","ELOVL5"
"4964","GCLC"
"4965","KLHL31"
"4966","LRRC1"
"4967","MLIP"
"4968","TINAG"
"4969","HCRTR2"
"4970","HMGCLL1"
"4971","BMP5"
"4972","COL21A1"
"4973","DST"
"4974","BEND6"
"4975","KIAA1586"
"4976","ZNF451"
"4977","BAG2"
"4978","RAB23"
"4979","PRIM2"
"4980","KHDRBS2"
"4981","LGSN"
"4982","PTP4A1"
"4983","PHF3"
"4984","EYS"
"4985","ADGRB3"
"4986","LMBRD1"
"4987","COL19A1"
"4988","COL9A1"
"4989","FAM135A"
"4990","SDHAF4"
"4991","SMAP1"
"4992","B3GAT2"
"4993","OGFRL1"
"4994","RIMS1"
"4995","KCNQ5"
"4996","KHDC1"
"4997","KHDC3L"
"4998","DDX43"
"4999","MTO1"
"5000","EEF1A1"
"5001","SLC17A5"
"5002","CD109"
"5003","COL12A1"
"5004","COX7A2"
"5005","TMEM30A"
"5006","FILIP1"
"5007","SENP6"
"5008","MYO6"
"5009","IMPG1"
"5010","HTR1B"
"5011","IRAK1BP1"
"5012","PHIP"
"5013","HMGN3"
"5014","LCA5"
"5015","SH3BGRL2"
"5016","ELOVL4"
"5017","TTK"
"5018","BCKDHB"
"5019","IBTK"
"5020","TPBG"
"5021","UBE3D"
"5022","PGM3"
"5023","RWDD2A"
"5024","ME1"
"5025","SNAP91"
"5026","RIPPLY2"
"5027","CYB5R4"
"5028","MRAP2"
"5029","CEP162"
"5030","NT5E"
"5031","SNX14"
"5032","SYNCRIP"
"5033","HTR1E"
"5034","ZNF292"
"5035","GJB7"
"5036","SMIM8"
"5037","SLC35A1"
"5038","RARS2"
"5039","ORC3"
"5040","AKIRIN2"
"5041","CNR1"
"5042","RNGTT"
"5043","PNRC1"
"5044","SRSF12"
"5045","PM20D2"
"5046","UBE2J1"
"5047","RRAGD"
"5048","ANKRD6"
"5049","LYRM2"
"5050","MDN1"
"5051","CASP8AP2"
"5052","BACH2"
"5053","MAP3K7"
"5054","EPHA7"
"5055","MANEA"
"5056","FUT9"
"5057","UFL1"
"5058","GPR63"
"5059","NDUFAF4"
"5060","KLHL32"
"5061","MMS22L"
"5062","POU3F2"
"5063","FBXL4"
"5064","FAXC"
"5065","COQ3"
"5066","PNISR"
"5067","USP45"
"5068","TSTD3"
"5069","CCNC"
"5070","MCHR2"
"5071","ASCC3"
"5072","GRIK2"
"5073","HACE1"
"5074","LIN28B"
"5075","BVES"
"5076","POPDC3"
"5077","PREP"
"5078","PRDM1"
"5079","ATG5"
"5080","RTN4IP1"
"5081","QRSL1"
"5082","CD24"
"5083","C6orf203"
"5084","BEND3"
"5085","PDSS2"
"5086","SOBP"
"5087","SCML4"
"5088","SEC63"
"5089","OSTM1"
"5090","NR2E1"
"5091","SNX3"
"5092","FOXO3"
"5093","ARMC2"
"5094","SESN1"
"5095","CEP57L1"
"5096","CD164"
"5097","PPIL6"
"5098","SMPD2"
"5099","MICAL1"
"5100","ZBTB24"
"5101","AK9"
"5102","FIG4"
"5103","GPR6"
"5104","WASF1"
"5105","CDC40"
"5106","METTL24"
"5107","CDK19"
"5108","AMD1"
"5109","GTF3C6"
"5110","RPF2"
"5111","SLC16A10"
"5112","REV3L"
"5113","TRAF3IP2"
"5114","FYN"
"5115","TUBE1"
"5116","FAM229B"
"5117","LAMA4"
"5118","MARCKS"
"5119","HDAC2"
"5120","HS3ST5"
"5121","FRK"
"5122","NT5DC1"
"5123","COL10A1"
"5124","TSPYL4"
"5125","DSE"
"5126","TSPYL1"
"5127","TRAPPC3L"
"5128","RWDD1"
"5129","RSPH4A"
"5130","KPNA5"
"5131","FAM162B"
"5132","ROS1"
"5133","DCBLD1"
"5134","GOPC"
"5135","NUS1"
"5136","SLC35F1"
"5137","CEP85L"
"5138","MCM9"
"5139","ASF1A"
"5140","FAM184A"
"5141","MAN1A1"
"5142","TBC1D32"
"5143","GJA1"
"5144","HSF2"
"5145","SERINC1"
"5146","PKIB"
"5147","FABP7"
"5148","SMPDL3A"
"5149","CLVS2"
"5150","TRDN"
"5151","NKAIN2"
"5152","RNF217"
"5153","TPD52L1"
"5154","HDDC2"
"5155","HEY2"
"5156","NCOA7"
"5157","HINT3"
"5158","TRMT11"
"5159","CENPW"
"5160","RSPO3"
"5161","RNF146"
"5162","ECHDC1"
"5163","THEMIS"
"5164","PTPRK"
"5165","LAMA2"
"5166","ARHGAP18"
"5167","TMEM244"
"5168","L3MBTL3"
"5169","SAMD3"
"5170","TMEM200A"
"5171","EPB41L2"
"5172","AKAP7"
"5173","ARG1"
"5174","MED23"
"5175","ENPP3"
"5176","ENPP1"
"5177","MOXD1"
"5178","STX7"
"5179","SLC18B1"
"5180","RPS12"
"5181","EYA4"
"5182","TBPL1"
"5183","SLC2A12"
"5184","SGK1"
"5185","ALDH8A1"
"5186","HBS1L"
"5187","MYB"
"5188","AHI1"
"5189","PDE7B"
"5190","MTFR2"
"5191","BCLAF1"
"5192","MAP7"
"5193","MAP3K5"
"5194","PEX7"
"5195","IL20RA"
"5196","IFNGR1"
"5197","TNFAIP3"
"5198","PERP"
"5199","ARFGEF3"
"5200","PBOV1"
"5201","HEBP2"
"5202","NHSL1"
"5203","GVQW2"
"5204","CCDC28A"
"5205","ECT2L"
"5206","REPS1"
"5207","ABRACL"
"5208","HECA"
"5209","TXLNB"
"5210","CITED2"
"5211","VTA1"
"5212","ADGRG6"
"5213","HIVEP2"
"5214","AIG1"
"5215","ADAT2"
"5216","PEX3"
"5217","FUCA2"
"5218","PHACTR2"
"5219","LTV1"
"5220","PLAGL1"
"5221","SF3B5"
"5222","UTRN"
"5223","EPM2A"
"5224","FBXO30"
"5225","SHPRH"
"5226","GRM1"
"5227","RAB32"
"5228","STXBP5"
"5229","SAMD5"
"5230","SASH1"
"5231","UST"
"5232","TAB2"
"5233","ZC3H12D"
"5234","PPIL4"
"5235","GINM1"
"5236","KATNA1"
"5237","LATS1"
"5238","NUP43"
"5239","PCMT1"
"5240","LRP11"
"5241","RAET1E"
"5242","ULBP2"
"5243","ULBP1"
"5244","PPP1R14C"
"5245","IYD"
"5246","PLEKHG1"
"5247","MTHFD1L"
"5248","AKAP12"
"5249","ZBTB2"
"5250","RMND1"
"5251","ARMT1"
"5252","CCDC170"
"5253","ESR1"
"5254","SYNE1"
"5255","VIP"
"5256","FBXO5"
"5257","MTRF1L"
"5258","RGS17"
"5259","OPRM1"
"5260","IPCEF1"
"5261","CNKSR3"
"5262","SCAF8"
"5263","TIAM2"
"5264","TFB1M"
"5265","CLDN20"
"5266","ARID1B"
"5267","TMEM242"
"5268","ZDHHC14"
"5269","SNX9"
"5270","SYNJ2"
"5271","SERAC1"
"5272","GTF2H5"
"5273","TULP4"
"5274","TMEM181"
"5275","DYNLT1"
"5276","SYTL3"
"5277","EZR"
"5278","RSPH3"
"5279","TAGAP"
"5280","FNDC1"
"5281","SOD2"
"5282","WTAP"
"5283","ACAT2"
"5284","TCP1"
"5285","MRPL18"
"5286","PNLDC1"
"5287","MAS1"
"5288","IGF2R"
"5289","SLC22A1"
"5290","SLC22A3"
"5291","LPA"
"5292","PLG"
"5293","MAP3K4"
"5294","AGPAT4"
"5295","PACRG"
"5296","QKI"
"5297","C6orf118"
"5298","PDE10A"
"5299","PRR18"
"5300","SFT2D1"
"5301","MPC1"
"5302","RPS6KA2"
"5303","FGFR1OP"
"5304","CCR6"
"5305","KIF25"
"5306","DACT2"
"5307","SMOC2"
"5308","THBS2"
"5309","WDR27"
"5310","C6orf120"
"5311","PHF10"
"5312","TCTE3"
"5313","ERMARD"
"5314","DLL1"
"5315","FAM120B"
"5316","PSMB1"
"5317","TBP"
"5318","PDCD2"
"5319","FAM20C"
"5320","PDGFA"
"5321","PRKAR1B"
"5322","DNAAF5"
"5323","SUN1"
"5324","GET4"
"5325","ADAP1"
"5326","COX19"
"5327","CYP2W1"
"5328","C7orf50"
"5329","GPR146"
"5330","GPER1"
"5331","ZFAND2A"
"5332","MICALL2"
"5333","INTS1"
"5334","MAFK"
"5335","TMEM184A"
"5336","PSMG3"
"5337","ELFN1"
"5338","MAD1L1"
"5339","NUDT1"
"5340","SNX8"
"5341","EIF3B"
"5342","CHST12"
"5343","LFNG"
"5344","BRAT1"
"5345","IQCE"
"5346","TTYH3"
"5347","AMZ1"
"5348","GNA12"
"5349","CARD11"
"5350","SDK1"
"5351","FOXK1"
"5352","AP5Z1"
"5353","RADIL"
"5354","MMD2"
"5355","RBAK-RBAKDN"
"5356","WIPI2"
"5357","SLC29A4"
"5358","TNRC18"
"5359","FBXL18"
"5360","ACTB"
"5361","FSCN1"
"5362","RNF216"
"5363","OCM"
"5364","CCZ1"
"5365","RSPH10B"
"5366","PMS2"
"5367","AIMP2"
"5368","EIF2AK1"
"5369","USP42"
"5370","CYTH3"
"5371","FAM220A"
"5372","RAC1"
"5373","DAGLB"
"5374","ZDHHC4"
"5375","C7orf26"
"5376","ZNF853"
"5377","ZNF316"
"5378","ZNF12"
"5379","RSPH10B2"
"5380","CCZ1B"
"5381","C1GALT1"
"5382","COL28A1"
"5383","MIOS"
"5384","RPA3"
"5385","UMAD1"
"5386","GLCCI1"
"5387","ICA1"
"5388","NXPH1"
"5389","NDUFA4"
"5390","PHF14"
"5391","THSD7A"
"5392","TMEM106B"
"5393","VWDE"
"5394","SCIN"
"5395","ARL4A"
"5396","ETV1"
"5397","DGKB"
"5398","MEOX2"
"5399","ISPD"
"5400","SOSTDC1"
"5401","ANKMY2"
"5402","BZW2"
"5403","TSPAN13"
"5404","AHR"
"5405","SNX13"
"5406","HDAC9"
"5407","TWIST1"
"5408","TWISTNB"
"5409","TMEM196"
"5410","MACC1"
"5411","ITGB8"
"5412","ABCB5"
"5413","SP8"
"5414","SP4"
"5415","DNAH11"
"5416","CDCA7L"
"5417","RAPGEF5"
"5418","STEAP1B"
"5419","TOMM7"
"5420","FAM126A"
"5421","KLHL7"
"5422","NUPL2"
"5423","GPNMB"
"5424","MALSU1"
"5425","IGF2BP3"
"5426","TRA2A"
"5427","CCDC126"
"5428","FAM221A"
"5429","STK31"
"5430","NPY"
"5431","MPP6"
"5432","OSBPL3"
"5433","CYCS"
"5434","C7orf31"
"5435","NFE2L3"
"5436","HNRNPA2B1"
"5437","CBX3"
"5438","SNX10"
"5439","SKAP2"
"5440","HIBADH"
"5441","TAX1BP1"
"5442","JAZF1"
"5443","CREB5"
"5444","TRIL"
"5445","CPVL"
"5446","CHN2"
"5447","PRR15"
"5448","WIPF3"
"5449","SCRN1"
"5450","FKBP14"
"5451","PLEKHA8"
"5452","MTURN"
"5453","ZNRF2"
"5454","NOD1"
"5455","GGCT"
"5456","GARS"
"5457","CRHR2"
"5458","INMT"
"5459","AQP1"
"5460","ADCYAP1R1"
"5461","NEUROD6"
"5462","PPP1R17"
"5463","PDE1C"
"5464","LSM5"
"5465","AVL9"
"5466","KBTBD2"
"5467","FKBP9"
"5468","NT5C3A"
"5469","RP9"
"5470","BBS9"
"5471","BMPER"
"5472","NPSR1"
"5473","DPY19L1"
"5474","HERPUD2"
"5475","SEPT7"
"5476","EEPD1"
"5477","KIAA0895"
"5478","ANLN"
"5479","AOAH"
"5480","ELMO1"
"5481","EPDR1"
"5482","SFRP4"
"5483","STARD3NL"
"5484","AMPH"
"5485","VPS41"
"5486","POU6F2"
"5487","RALA"
"5488","CDK13"
"5489","MPLKIP"
"5490","SUGCT"
"5491","INHBA"
"5492","GLI3"
"5493","C7orf25"
"5494","PSMA2"
"5495","MRPL32"
"5496","HECW1"
"5497","STK17A"
"5498","COA1"
"5499","BLVRA"
"5500","URGCP"
"5501","UBE2D4"
"5502","SPDYE1"
"5503","DBNL"
"5504","PGAM2"
"5505","POLM"
"5506","AEBP1"
"5507","POLD2"
"5508","MYL7"
"5509","GCK"
"5510","YKT6"
"5511","CAMK2B"
"5512","NUDCD3"
"5513","NPC1L1"
"5514","DDX56"
"5515","TMED4"
"5516","OGDH"
"5517","ZMIZ2"
"5518","PPIA"
"5519","H2AFV"
"5520","PURB"
"5521","MYO1G"
"5522","CCM2"
"5523","NACAD"
"5524","TBRG4"
"5525","RAMP3"
"5526","ADCY1"
"5527","IGFBP3"
"5528","TNS3"
"5529","C7orf65"
"5530","HUS1"
"5531","SUN3"
"5532","UPP1"
"5533","VWC2"
"5534","ZPBP"
"5535","FIGNL1"
"5536","GRB10"
"5537","COBL"
"5538","VSTM2A"
"5539","SEC61G"
"5540","EGFR"
"5541","LANCL2"
"5542","VOPP1"
"5543","SEPT14"
"5544","PSPH"
"5545","CCT6A"
"5546","SUMF2"
"5547","PHKG1"
"5548","CHCHD2"
"5549","NUPR2"
"5550","ZNF716"
"5551","ZNF727"
"5552","ZNF736"
"5553","ZNF680"
"5554","ZNF107"
"5555","ZNF138"
"5556","ZNF273"
"5557","ZNF117"
"5558","ERV3-1"
"5559","ZNF92"
"5560","VKORC1L1"
"5561","GUSB"
"5562","ASL"
"5563","CRCP"
"5564","TPST1"
"5565","KCTD7"
"5566","RABGEF1"
"5567","TMEM248"
"5568","SBDS"
"5569","TYW1"
"5570","AUTS2"
"5571","CALN1"
"5572","TYW1B"
"5573","POM121"
"5574","NSUN5"
"5575","FKBP6"
"5576","FZD9"
"5577","BAZ1B"
"5578","BCL7B"
"5579","TBL2"
"5580","MLXIPL"
"5581","VPS37D"
"5582","DNAJC30"
"5583","STX1A"
"5584","ABHD11"
"5585","CLDN4"
"5586","ELN"
"5587","LIMK1"
"5588","EIF4H"
"5589","LAT2"
"5590","RFC2"
"5591","CLIP2"
"5592","GTF2IRD1"
"5593","GTF2I"
"5594","NCF1"
"5595","GTF2IRD2"
"5596","GTF2IRD2B"
"5597","TRIM73"
"5598","POM121C"
"5599","SPDYE5"
"5600","HIP1"
"5601","RHBDD2"
"5602","POR"
"5603","TMEM120A"
"5604","STYXL1"
"5605","MDH2"
"5606","SRRM3"
"5607","HSPB1"
"5608","YWHAG"
"5609","SSC4D"
"5610","ZP3"
"5611","DTX2"
"5612","UPK3B"
"5613","SPDYE16"
"5614","POMZP3"
"5615","CCDC146"
"5616","FGL2"
"5617","GSAP"
"5618","PTPN12"
"5619","RSBN1L"
"5620","TMEM60"
"5621","PHTF2"
"5622","MAGI2"
"5623","GNAI1"
"5624","CD36"
"5625","SEMA3C"
"5626","HGF"
"5627","CACNA2D1"
"5628","PCLO"
"5629","SEMA3E"
"5630","SEMA3A"
"5631","SEMA3D"
"5632","GRM3"
"5633","KIAA1324L"
"5634","DMTF1"
"5635","TMEM243"
"5636","CROT"
"5637","ABCB4"
"5638","ABCB1"
"5639","RUNDC3B"
